iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SGP,Asia,Singapore,2020-03-19,345.0,32.0,23.857,,,,61.203,5.677,4.232,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-20,385.0,40.0,26.429,,,,68.298,7.096,4.688,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-21,432.0,47.0,31.429,2.0,2.0,,76.636,8.338,5.575,0.355,0.355,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-22,455.0,23.0,32.714,2.0,0.0,,80.716,4.08,5.803,0.355,0.0,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-23,509.0,54.0,38.0,2.0,0.0,,90.296,9.58,6.741,0.355,0.0,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-24,558.0,49.0,41.714,2.0,0.0,,98.988,8.693,7.4,0.355,0.0,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-25,631.0,73.0,45.429,2.0,0.0,,111.939,12.95,8.059,0.355,0.0,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-26,683.0,52.0,48.286,2.0,0.0,0.286,121.163,9.225,8.566,0.355,0.0,0.051,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-27,732.0,49.0,49.571,2.0,0.0,0.286,129.856,8.693,8.794,0.355,0.0,0.051,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-28,802.0,70.0,52.857,2.0,0.0,0.0,142.274,12.418,9.377,0.355,0.0,0.0,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-29,844.0,42.0,55.571,3.0,1.0,0.143,149.724,7.451,9.858,0.532,0.177,0.025,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-30,879.0,35.0,52.857,3.0,0.0,0.143,155.933,6.209,9.377,0.532,0.0,0.025,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-31,926.0,47.0,52.571,3.0,0.0,0.143,164.271,8.338,9.326,0.532,0.0,0.025,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,275.8,5.04,0.5,48.9265431286236
SGP,Asia,Singapore,2020-04-01,1000.0,74.0,52.714,3.0,0.0,0.143,177.399,13.127,9.351,0.532,0.0,0.025,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-02,1049.0,49.0,52.286,4.0,1.0,0.286,186.091,8.693,9.275,0.71,0.177,0.051,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
